,dup_indx,eid,affiliation_id,dptid,organization,city,postalcode,addresspart,country,collaboration,auid,orcid,indexed_name,surname,given_name
3,40611,2-s2.0-85057248729,60005273.0,107968614.0,"Department of Brain and Cognitive Engineering, Korea University",Seoul,,,South Korea,,7601390519,,Lee S.W.,Lee,Seong-Whan
0,40612,2-s2.0-85057248675,60032315.0,,University of Electro-Communications,,,,Japan,,34869999600,,Kasai H.,Kasai,Hiroyuki
1,40612,2-s2.0-85057248675,60011001.0,,Kyoto University,,,,Japan,,55697989900,,Sato H.,Sato,Hiroyuki
2,40612,2-s2.0-85057248675,60026532.0,,Microsoft,,,,India,,57197658409,,Mishra B.,Mishra,Bamdev
0,40613,2-s2.0-85057248670,60025038.0,118480283.0,"Berkeley Artificial Intelligence Research, University of California",Berkeley,,,United States,,24343462900,,Haarnoja T.,Haarnoja,Tuomas
1,40613,2-s2.0-85057248670,60025038.0,118480283.0,"Berkeley Artificial Intelligence Research, University of California",Berkeley,,,United States,,57204806308,,Zhou A.,Zhou,Aurick
2,40613,2-s2.0-85057248670,60025038.0,118480283.0,"Berkeley Artificial Intelligence Research, University of California",Berkeley,,,United States,,8269962600,,Abbeel P.,Abbeel,Pieter
3,40613,2-s2.0-85057248670,60025038.0,118480283.0,"Berkeley Artificial Intelligence Research, University of California",Berkeley,,,United States,,35731728100,,Levine S.,Levine,Sergey
0,40614,2-s2.0-85057248218,60016849.0,121685659.0,"Department of Computer Scicncc, University of Toronto",Toronto,,,Canada,,57204803792,,Cremer C.,Cremer,Chris
1,40614,2-s2.0-85057248218,60016849.0,121685659.0,"Department of Computer Scicncc, University of Toronto",Toronto,,,Canada,,57204812362,,Li X.,Li,Xuechen
2,40614,2-s2.0-85057248218,60016849.0,121685659.0,"Department of Computer Scicncc, University of Toronto",Toronto,,,Canada,,47762020000,,Duvenaud D.,Duvenaud,David
0,40615,2-s2.0-85057247992,60028186.0,,EPFL,Lausanne,,,Switzerland,,57195391207,,El Mhamdi E.M.,El Mhamdi,El Mahdi
1,40615,2-s2.0-85057247992,60028186.0,,EPFL,Lausanne,,,Switzerland,,7006237459,,Guerraoui R.,Guerraoui,Rachid
2,40615,2-s2.0-85057247992,60028186.0,,EPFL,Lausanne,,,Switzerland,,57199500150,,Rouault S.,Rouault,Sebastien
0,40616,2-s2.0-85057247668,60017366.0,121685677.0,"Prague AI Research and Development, IBM Watson",,,,United States,,57193222455,,Bajgar O.,Bajgar,Ondrej
1,40616,2-s2.0-85057247668,60017366.0,121685677.0,"Prague AI Research and Development, IBM Watson",,,,United States,,57220411734,,Kadlec R.,Kadlec,Rudolf
2,40616,2-s2.0-85057247668,60017366.0,121685677.0,"Prague AI Research and Development, IBM Watson",,,,United States,,6508361882,,Kleindienst J.,Kleindienst,Jan
0,40617,2-s2.0-85057247445,60003500.0,112613814.0,"Department of Computer Science and Engineering, Ohio State University",Columbus,,,United States,,55926450100,,Ma S.,Ma,Siyuan
1,40617,2-s2.0-85057247445,60003500.0,112613814.0,"Department of Computer Science and Engineering, Ohio State University",Columbus,,,United States,,35753023800,,Bassily R.,Bassily,Raef
2,40617,2-s2.0-85057247445,60003500.0,112613814.0,"Department of Computer Science and Engineering, Ohio State University",Columbus,,,United States,,57205523518,,Belkin M.,Belkin,Mikhail
0,40619,2-s2.0-85057246403,60029278.0,113772879.0,"Department of Statistics, University of Chicago",,,,United States,,57204812082,,Bonakdarpour M.,Bonakdarpour,Matt
1,40619,2-s2.0-85057246403,60029278.0,113772879.0,"Department of Statistics, University of Chicago",,,,United States,,56581332700,,Barber R.F.,Barber,Rina Foygel
2,40619,2-s2.0-85057246403,60000745.0,112941769.0,"Department of Statistics, University of Illinois at Urbana Champaign",,,,United States,,56337969200,,Chatterjee S.,Chatterjee,Sabyasachi
3,40619,2-s2.0-85057246403,60005455.0,118456301.0,"Department of Statistics and Data Science, Yale University",,,,United States,,7005351941,,Lafferty J.,Lafferty,John
0,40620,2-s2.0-85057246386,60025084.0,,Shanghai Jiao Tong University,Shanghai,,,China,,57193520805,,Cai H.,Cai,Han
1,40620,2-s2.0-85057246386,60025084.0,,Shanghai Jiao Tong University,Shanghai,,,China,,57204808679,,Yang J.,Yang,Jiacheng
2,40620,2-s2.0-85057246386,60025084.0,,Shanghai Jiao Tong University,Shanghai,,,China,,56108513500,,Zhang W.,Zhang,Weinan
3,40620,2-s2.0-85057246386,60025084.0,,Shanghai Jiao Tong University,Shanghai,,,China,,8723751600,,Yu Y.,Yu,Yong
4,40620,2-s2.0-85057246386,60022195.0,,Massachusetts Institute of Technology,Cambridge,,,United States,,56697675800,,Han S.,Han,Song
0,40621,2-s2.0-85057246079,60030162.0,113338691.0,"Department of Electrical Engineering, Data Science Institute, Columbia University",New York,,,United States,,57189347517,,Zhang A.,Zhang,Aonan
1,40621,2-s2.0-85057246079,60030162.0,113338691.0,"Department of Electrical Engineering, Data Science Institute, Columbia University",New York,,,United States,,35810949000,,Paisley J.,Paisley,John
0,40622,2-s2.0-85057246073,60120529.0,123247124.0,"Department of Computer Science, Rutgers University",,,,United States,,22936707400,,Awasthi P.,Awasthi,Pranjal
1,40622,2-s2.0-85057246073,60007363.0,103406161.0,"EECS Department, Northwestern University",,,,United States,,36176554900,,Vijayaraghavan A.,Vijayaraghavan,Aravindan
0,40623,2-s2.0-85057246016,60013373.0,,"INRIA, Rowers Team",Bordeaux,,,France,,57204806599,,Colas C.,Colas,Cedric
1,40623,2-s2.0-85057246016,60013373.0,,"INRIA, Rowers Team",Bordeaux,,,France,,57204810484,,Sigau O.,Sigau,Olivier
2,40623,2-s2.0-85057246016,60013373.0,,"INRIA, Rowers Team",Bordeaux,,,France,,6507418132,,Oudeyer P.Y.,Oudeyer,Pierre-Yves
3,40623,2-s2.0-85057246016,60001422.0,,"Sorbonnc University, ISIR",Paris,,,France,,57204810484,,Sigau O.,Sigau,Olivier
0,40624,2-s2.0-85057245559,60027950.0,119868177.0,"Department of Statistics and Data Science, Carnegie Mellon University",Pittsburgh,,,United States,,8970061800,,Jin J.,Jin,Jiashun
1,40624,2-s2.0-85057245559,60027950.0,119868177.0,"Department of Statistics and Data Science, Carnegie Mellon University",Pittsburgh,,,United States,,57204811912,,Luo S.,Luo,Shengming
2,40624,2-s2.0-85057245559,60029278.0,113772879.0,"Department of Statistics, University of Chicago",Chicago,,,United States,,56188663200,,Ke Z.T.,Ke,Zheng Tracy
0,40625,2-s2.0-85057245542,60019578.0,112894685.0,"Faculty of Information Technology, Monash University",,,,Australia,,57201215659,,Zhao H.,Zhao,He
1,40625,2-s2.0-85057245542,60019578.0,112894685.0,"Faculty of Information Technology, Monash University",,,,Australia,,56481023300,,Du L.,Du,Lan
2,40625,2-s2.0-85057245542,60019578.0,112894685.0,"Faculty of Information Technology, Monash University",,,,Australia,,6603603644,,Buntine W.,Buntine,Wray
3,40625,2-s2.0-85057245542,60116471.0,,"McCombs School of Business, University of Texas",Austin,,,United States,,7403506277,,Zhou M.,Zhou,Mingyaun
0,40626,2-s2.0-85057245264,60003269.0,,"Department of Computer Science, Princeton University",Princeton,,,United States,,7202419160,,Arora S.,Arora,Sanjeev
1,40626,2-s2.0-85057245264,60003269.0,,"Department of Computer Science, Princeton University",Princeton,,,United States,,8866408900,,Hazan E.,Hazan,Elad
2,40626,2-s2.0-85057245264,60027485.0,,"Institute for Advanced Study, School of Mathematics",Princeton,,,United States,,7202419160,,Arora S.,Arora,Sanjeev
3,40626,2-s2.0-85057245264,60027485.0,,"Institute for Advanced Study, School of Mathematics",Princeton,,,United States,,57326866700,,Cohen N.,Cohen,Nadav
4,40626,2-s2.0-85057245264,60006191.0,,Google Brain,,,,United States,,8866408900,,Hazan E.,Hazan,Elad
0,40627,2-s2.0-85057245226,60111161.0,,DeepMind,,,,United Kingdom,,54407366600,,O'Donoghue B.,O'Donoghue,Brendan
1,40627,2-s2.0-85057245226,60111161.0,,DeepMind,,,,United Kingdom,,56121702700,,Osband I.,Osband,Ian
2,40627,2-s2.0-85057245226,60111161.0,,DeepMind,,,,United Kingdom,,6603222926,,Munos R.,Munos,Remi
3,40627,2-s2.0-85057245226,60111161.0,,DeepMind,,,,United Kingdom,,15845911500,,Mnih V.,Mnih,Volodymyr
0,40628,2-s2.0-85057244964,60006191.0,,Google Brain,,,,United States,,57190696989,,Nachum O.,Nachum,Ofir
1,40628,2-s2.0-85057244964,121683106.0,,DcepMind,,,,United States,,57204800922,,Chow Y.,Chow,Yinlain
2,40628,2-s2.0-85057244964,121683106.0,,DcepMind,,,,United States,,57204807497,,Ghavanizadeh M.,Ghavanizadeh,Mohamamd
0,40629,2-s2.0-85057244872,60013959.0,,University of Florida,Gainesville,,,United States,,56419692900,,Kuhnle A.,Kuhnle,Alan
1,40629,2-s2.0-85057244872,60013959.0,,University of Florida,Gainesville,,,United States,,56409082700,,Smith J.,Smith,J. David
2,40629,2-s2.0-85057244872,60013959.0,,University of Florida,Gainesville,,,United States,,57194727449,,Crawford V.,Crawford,Victoria G.
3,40629,2-s2.0-85057244872,60013959.0,,University of Florida,Gainesville,,,United States,,10641983400,,Thai M.,Thai,My T.
0,40630,2-s2.0-85057244493,60025488.0,110139517.0,"School of Computing, University of Utah",,,,United States,,36175618600,,Bhaskara A.,Bhaskara,Aditya
1,40630,2-s2.0-85057244493,60025488.0,110139517.0,"School of Computing, University of Utah",,,,United States,,57023924400,,Wijewardena M.,Wijewardena,Maheshakya
0,40631,2-s2.0-85057244421,60008950.0,,Australian National University,Canberra,,,Australia,,57216276902,,Kim D.,Kim,Dongwoo
1,40631,2-s2.0-85057244421,60008950.0,,Australian National University,Canberra,,,Australia,,12141574600,,Walder C.,Walder,Christian
2,40631,2-s2.0-85057244421,119761403.0,,Data to Decisions CRC,Kent Town,,,Australia,,57216276902,,Kim D.,Kim,Dongwoo
3,40631,2-s2.0-85057244421,60029470.0,,Data61 at CSIRO,Canberra,,,Australia,,12141574600,,Walder C.,Walder,Christian
0,40632,2-s2.0-85057244106,60012708.0,121685567.0,"Computer Scicncc Department, Stanford University",,,,United States,,57204810954,,Dhar M.,Dhar,Manik
1,40632,2-s2.0-85057244106,60012708.0,121685567.0,"Computer Scicncc Department, Stanford University",,,,United States,,56911848400,,Grover A.,Grover,Aditya
2,40632,2-s2.0-85057244106,60012708.0,121685567.0,"Computer Scicncc Department, Stanford University",,,,United States,,35791579200,,Ermon S.,Ermon,Stefano
0,40633,2-s2.0-85057243900,60022020.0,110865258.0,"Department of Statistics, University of Warwick",,,,United Kingdom,,57204800959,,Knoblauch J.,Knoblauch,Jeremias
1,40633,2-s2.0-85057243900,60022020.0,110865258.0,"Department of Statistics, University of Warwick",,,,United Kingdom,,24175970800,,Damoulas T.,Damoulas,Theodoras
2,40633,2-s2.0-85057243900,60022020.0,108252669.0,"Department of Computer Science, University of Warwick",,,,United Kingdom,,24175970800,,Damoulas T.,Damoulas,Theodoras
3,40633,2-s2.0-85057243900,60111768.0,,Alan Turing Institute for Data Science and AI,,,,United Kingdom,,24175970800,,Damoulas T.,Damoulas,Theodoras
0,40634,2-s2.0-85057243673,60026415.0,112963493.0,"Department of Computer Science, Stony Brook University",New York,,,United States,,36669003900,,Liu H.,Liu,Huidong
1,40634,2-s2.0-85057243673,60026415.0,112963493.0,"Department of Computer Science, Stony Brook University",New York,,,United States,,35193880100,,Gu X.D.,Gu,Xianfeng David
2,40634,2-s2.0-85057243673,60026415.0,112963493.0,"Department of Computer Science, Stony Brook University",New York,,,United States,,7003833968,,Samaras D.,Samaras,Dimitris
0,40635,2-s2.0-85057243387,60020304.0,113194331.0,"Department of Computer Science, University of Maryland",,,,United States,,55485863200,,Huang F.,Huang,Furong
1,40635,2-s2.0-85057243387,60003269.0,112872697.0,"Department of Computer Science, Princeton University",,,,United States,,41761147100,,Ash J.T.,Ash,Jordan T.
2,40635,2-s2.0-85057243387,60021726.0,,Microsoft Research,,,,United States,,57206411433,,Langford J.,Langford,John
3,40635,2-s2.0-85057243387,60021726.0,,Microsoft Research,,,,United States,,7003469333,,Schapire R.E.,Schapire,Robert E.
0,40636,2-s2.0-85057243376,60113142.0,,"Montreal Institute for Learning Algorithms, University of Montreal",,,,Canada,,57192660034,,Belghazi M.I.,Belghazi,Mohamed Ishmael
1,40636,2-s2.0-85057243376,60113142.0,,"Montreal Institute for Learning Algorithms, University of Montreal",,,,Canada,,57225233605,,Baratin A.,Baratin,Aristide
2,40636,2-s2.0-85057243376,60113142.0,,"Montreal Institute for Learning Algorithms, University of Montreal",,,,Canada,,56572798200,,Rajeswar S.,Rajeswar,Sai
3,40636,2-s2.0-85057243376,60113142.0,,"Montreal Institute for Learning Algorithms, University of Montreal",,,,Canada,,56354673800,,Ozair S.,Ozair,Sherjil
4,40636,2-s2.0-85057243376,60113142.0,,"Montreal Institute for Learning Algorithms, University of Montreal",,,,Canada,,7003958245,,Bengio Y.,Bengio,Yoshua
5,40636,2-s2.0-85057243376,60113142.0,,"Montreal Institute for Learning Algorithms, University of Montreal",,,,Canada,,6507291186,,Courville A.,Courville,Aaron
6,40636,2-s2.0-85057243376,60113142.0,,"Montreal Institute for Learning Algorithms, University of Montreal",,,,Canada,,56151920900,,Hjelm R.D.,Hjelm,R Devon
7,40636,2-s2.0-85057243376,60002494.0,113431245.0,"Department of Mathematics and Statistics, McGill University",,,,Canada,,57225233605,,Baratin A.,Baratin,Aristide
8,40636,2-s2.0-85057243376,60082875.0,,Canadian Institute for Advanced Research,,,,Canada,,7003958245,,Bengio Y.,Bengio,Yoshua
9,40636,2-s2.0-85057243376,60082875.0,,Canadian Institute for Advanced Research,,,,Canada,,6507291186,,Courville A.,Courville,Aaron
10,40636,2-s2.0-85057243376,60193863.0,,Institute for Data Valorization,,,,Canada,,7003958245,,Bengio Y.,Bengio,Yoshua
11,40636,2-s2.0-85057243376,60193863.0,,Institute for Data Valorization,,,,Canada,,56151920900,,Hjelm R.D.,Hjelm,R Devon
0,40637,2-s2.0-85057243341,60027950.0,107867657.0,"Department of Electrical and Computer Engineering, Carnegie Mellon University",Pittsburgh,,,United States,,57204801941,,Zhang J.,Zhang,Jiyuan
1,40637,2-s2.0-85057243341,60027950.0,107867657.0,"Department of Electrical and Computer Engineering, Carnegie Mellon University",Pittsburgh,,,United States,,8329002500,,Franchetti F.,Franchetti,Franz
2,40637,2-s2.0-85057243341,60027950.0,107867657.0,"Department of Electrical and Computer Engineering, Carnegie Mellon University",Pittsburgh,,,United States,,57155977600,,Low T.M.,Low,Tze Meng
0,40638,2-s2.0-85057243177,60006320.0,,"Computer Science and Artificial Intelligence Lab., Massachusetts Institute of Technology",Boston,,,United States,,55459667500,,Zheng S.,Zheng,Sue
1,40638,2-s2.0-85057243177,60006320.0,,"Computer Science and Artificial Intelligence Lab., Massachusetts Institute of Technology",Boston,,,United States,,35191003200,,Pacheco J.,Pacheco,Jason
2,40638,2-s2.0-85057243177,60006320.0,,"Computer Science and Artificial Intelligence Lab., Massachusetts Institute of Technology",Boston,,,United States,,35078427600,,Fisher J.W.,Fisher,John W.
0,40639,2-s2.0-85057242994,60028629.0,,"Department of Statistics, Purdue University",West Lafayette,,,United States,,57204807477,,Chowdhury A.,Chowdhury,Agniva
1,40639,2-s2.0-85057242994,60028629.0,,"Department of Statistics, Purdue University",West Lafayette,,,United States,,57195635039,,Yang J.,Yang,Jiasen
2,40639,2-s2.0-85057242994,60009254.0,109578869.0,"Department of Computer Science, Purdue University",West LafayeUe,,,United States,,6602866337,,Drineas P.,Drineas,Pctros
0,40640,2-s2.0-85057242952,60027950.0,114610242.0,"Machine Learning Department, Carnegie Mellon University",Pittsburgh,,,United States,,36092653700,,Hefny A.,Hefny,Ahmed
1,40640,2-s2.0-85057242952,60027950.0,114610242.0,"Machine Learning Department, Carnegie Mellon University",Pittsburgh,,,United States,,57203070987,,Gordon G.,Gordon,Geoffrey
2,40640,2-s2.0-85057242952,60027950.0,104415999.0,"Robotics Institute, Carnegie Mellon University",Pittsburgh,,,United States,,37108015900,,Marinho Z.,Marinho,Zita
3,40640,2-s2.0-85057242952,60027950.0,104415999.0,"Robotics Institute, Carnegie Mellon University",Pittsburgh,,,United States,,56515718700,,Sun W.,Sun,Wen
4,40640,2-s2.0-85057242952,60004956.0,,"ISR/IT, Instituto Superior Técnico",Lisbon,,,Portugal,,37108015900,,Marinho Z.,Marinho,Zita
5,40640,2-s2.0-85057242952,60015481.0,118536405.0,"Paul G. Allen School of Computer Science and Engineering, University of Washington",Seattle,,,United States,,6602084313,,Srinivasa S.S.,Srinivasa,Siddhartha S.
0,40641,2-s2.0-85057242887,60017161.0,,National University of Singapore,Singapore,,,Singapore,,57191432757,,Jin X.,Jin,Xiaojie
1,40641,2-s2.0-85057242887,60017161.0,,National University of Singapore,Singapore,,,Singapore,,36439415700,,Feng J.,Feng,Jiashi
2,40641,2-s2.0-85057242887,60017161.0,,National University of Singapore,Singapore,,,Singapore,,11939875400,,Yan S.,Yan,Shuicheng
3,40641,2-s2.0-85057242887,60120916.0,,Snap Inc. Research,Los Angeles,,,United States,,57191432757,,Jin X.,Jin,Xiaojie
4,40641,2-s2.0-85057242887,60120916.0,,Snap Inc. Research,Los Angeles,,,United States,,55445020300,,Yang Y.,Yang,Yingzhen
5,40641,2-s2.0-85057242887,60120916.0,,Snap Inc. Research,Los Angeles,,,United States,,57685427700,,Xu N.,Xu,Ning
6,40641,2-s2.0-85057242887,60159665.0,,Bytedancc Inc.,Menlo Park,,,United States,,24829720500,,Yang J.,Yang,Jianchao
7,40641,2-s2.0-85057242887,60021726.0,,Microsoft Research,Redmond,,,United States,,7003727143,,Jojic N.,Jojic,Nebojsa
8,40641,2-s2.0-85057242887,117093224.0,,360 AI Institute,Beijing,,,China,,11939875400,,Yan S.,Yan,Shuicheng
0,40642,2-s2.0-85057242819,60014966.0,113870940.0,"School of Mathematical Sciences, Peking University",Beijing,,,China,,57204800019,,Long Z.,Long,Zichao
1,40642,2-s2.0-85057242819,60014966.0,113870940.0,"School of Mathematical Sciences, Peking University",Beijing,,,China,,57204803484,,Lu Y.,Lu,Yiping
2,40642,2-s2.0-85057242819,60014966.0,113870940.0,"School of Mathematical Sciences, Peking University",Beijing,,,China,,57204811905,,Ma X.,Ma,Xianzhong
3,40642,2-s2.0-85057242819,60104686.0,,Beijing Computational Science Research Center,Beijing,,,China,,57204811905,,Ma X.,Ma,Xianzhong
4,40642,2-s2.0-85057242819,60014966.0,109852561.0,"Beijing International Center for Mathematical Research, Peking University",Beijing,,,China,,34768103900,,Dong B.,Dong,Bin
5,40642,2-s2.0-85057242819,60014966.0,118274187.0,"Center for Data Science, Peking University",,,,China,,34768103900,,Dong B.,Dong,Bin
6,40642,2-s2.0-85057242819,113720941.0,121685174.0,"Beijing Institute of Big Data Research, Laboratory for Biomedical Image Analysis",,,,China,,34768103900,,Dong B.,Dong,Bin
0,40643,2-s2.0-85057242748,60026851.0,113824815.0,"Department of Statistics, University of Oxford",,,,United Kingdom,,57204801789,,Lu X.,Lu,Xiaoyu
1,40643,2-s2.0-85057242748,60076757.0,,Amazon,Cambridge,,,United Kingdom,,57208288145,,González J.,González,Javier
2,40643,2-s2.0-85057242748,60076757.0,,Amazon,Cambridge,,,United Kingdom,,55420047500,,Dai Z.,Dai,Zhenwen
3,40643,2-s2.0-85057242748,60076757.0,,Amazon,Cambridge,,,United Kingdom,,9279186200,,Lawrence N.D.,Lawrence,Neil D.
4,40643,2-s2.0-85057242748,60001881.0,,University of Sheffield,,,,United Kingdom,,9279186200,,Lawrence N.D.,Lawrence,Neil D.
0,40644,2-s2.0-85057242480,60003269.0,112750283.0,"Department of Electrical Engineering, Princeton University",,,,United States,,55967012900,,Lan A.S.,Lan,Andrew S.
1,40644,2-s2.0-85057242480,60009254.0,,Purdue University,,,,United States,,7102873398,,Chiang M.,Chiang,Mung
2,40644,2-s2.0-85057242480,60007776.0,114700204.0,"School of Electrical and Computer Engineering, Cornell University",,,,United States,,22036392500,,Studer C.,Studer,Christoph
0,40645,2-s2.0-85057242125,60012708.0,,Stanford University,Stanford,,,United States,,56495230300,,Mussmann S.,Mussmann,Stephen
1,40645,2-s2.0-85057242125,60012708.0,,Stanford University,Stanford,,,United States,,56646712700,,Liang P.,Liang,Percy
0,40646,2-s2.0-85057242065,60113596.0,,Yandex,Moscow,,,Russian Federation,,35573073800,,Drutsa A.,Drutsa,Alexey
1,40646,2-s2.0-85057242065,60007457.0,119742365.0,"Faculty of Mechanics and Mathematics, Lomonosov Moscow State University",Moscow,,,Russian Federation,,35573073800,,Drutsa A.,Drutsa,Alexey
0,40647,2-s2.0-85057241748,119033297.0,,Two Sigma,,,,United States,,8262008300,,Chatterjee S.,Chatterjee,Satrajit
0,40649,2-s2.0-85057241535,60010756.0,,"Computer Science, Dartmouth College",,,,United Kingdom,,57194202855,,Han J.,Han,Jun
1,40649,2-s2.0-85057241535,60013372.0,,"Computer Science, University of Texas at Austin",,,,United States,,55712150300,,Liu Q.,Liu,Qiang
0,40650,2-s2.0-85057241154,60021784.0,112767653.0,"Dept. of Psychology, Center for Data Science, New York University",,,,United States,,56123187100,,Lake B.,Lake,Brenden
1,40650,2-s2.0-85057241154,60111190.0,,Facebook Artificial Intelligence Research,,,,United States,,56123187100,,Lake B.,Lake,Brenden
2,40650,2-s2.0-85057241154,60111190.0,,Facebook Artificial Intelligence Research,,,,United States,,35112713500,,Baroni M.,Baroni,Marco
0,40652,2-s2.0-85057240781,60015941.0,113838268.0,"Department of Mathematics, University of Kentucky",Lexington,,,United States,,57204802877,,Helfrich K.,Helfrich,Kyle E.
1,40652,2-s2.0-85057240781,60015941.0,113838268.0,"Department of Mathematics, University of Kentucky",Lexington,,,United States,,57204803608,,Whimott D.,Whimott,Devin
2,40652,2-s2.0-85057240781,60015941.0,113838268.0,"Department of Mathematics, University of Kentucky",Lexington,,,United States,,35281132700,,Ye Q.,Ye,Qiang
0,40653,2-s2.0-85057240725,60026263.0,,Seoul National University of Science and Technology,,,,South Korea,,55686343900,,Kim M.,Kim,Minyoung
1,40653,2-s2.0-85057240725,60119141.0,,Rutgers University,Piscataway,,,United States,,55686343900,,Kim M.,Kim,Minyoung
0,40654,2-s2.0-85057240594,60103153.0,,UNIST,Ulsan,,,South Korea,,57204801406,,Lee H.B.,Lee,Hae Beom
1,40654,2-s2.0-85057240594,60159728.0,,AItrics,Seoul,,,South Korea,,57204801406,,Lee H.B.,Lee,Hae Beom
2,40654,2-s2.0-85057240594,60159728.0,,AItrics,Seoul,,,South Korea,,52265094000,,Yang E.,Yang,Eunho
3,40654,2-s2.0-85057240594,60159728.0,,AItrics,Seoul,,,South Korea,,57687927300,,Hwang S.J.,Hwang,Sung Ju
4,40654,2-s2.0-85057240594,60032144.0,,KAIST,Daejeon,,,South Korea,,52265094000,,Yang E.,Yang,Eunho
5,40654,2-s2.0-85057240594,60032144.0,,KAIST,Daejeon,,,South Korea,,57687927300,,Hwang S.J.,Hwang,Sung Ju
0,40655,2-s2.0-85057240267,60025111.0,109578500.0,"Computer Science Department, University of North Carolina",Chapel Hill,27599,,United States,,56096355500,,Oliva J.,Oliva,Junier B.
1,40655,2-s2.0-85057240267,60027950.0,114610242.0,"Machine Learning Department, Carnegie Mellon University",Pittsburgh,15213,,United States,,56096355500,,Oliva J.,Oliva,Junier B.
2,40655,2-s2.0-85057240267,60027950.0,114610242.0,"Machine Learning Department, Carnegie Mellon University",Pittsburgh,15213,,United States,,36016208000,,Dubey A.,Dubey,Avinava
3,40655,2-s2.0-85057240267,60027950.0,114610242.0,"Machine Learning Department, Carnegie Mellon University",Pittsburgh,15213,,United States,,56898793200,,Zaheer M.,Zaheer,Manzil
4,40655,2-s2.0-85057240267,60027950.0,114610242.0,"Machine Learning Department, Carnegie Mellon University",Pittsburgh,15213,,United States,,6506649041,,Póczos B.,Póczos,Barnabás
5,40655,2-s2.0-85057240267,60027950.0,114610242.0,"Machine Learning Department, Carnegie Mellon University",Pittsburgh,15213,,United States,,57203057355,,Salakhutdinov R.,Salakhutdinov,Ruslan
6,40655,2-s2.0-85057240267,60027950.0,114610242.0,"Machine Learning Department, Carnegie Mellon University",Pittsburgh,15213,,United States,,57203079532,,Xing E.,Xing,Eric P.
7,40655,2-s2.0-85057240267,60027950.0,114610242.0,"Machine Learning Department, Carnegie Mellon University",Pittsburgh,15213,,United States,,57194307511,,Schneider J.,Schneider,Jeff
0,40656,2-s2.0-85057240048,60019647.0,,Georgia Tech,,,,United States,,57216535060,,Liu W.,Liu,Weiyang
1,40656,2-s2.0-85057240048,60019647.0,,Georgia Tech,,,,United States,,35572783800,,Dai B.,Dai,Bo
2,40656,2-s2.0-85057240048,60019647.0,,Georgia Tech,,,,United States,,58065223800,,Liu Z.,Liu,Zhen
3,40656,2-s2.0-85057240048,60019647.0,,Georgia Tech,,,,United States,,7004835775,,Rehg J.M.,Rehg,James M.
4,40656,2-s2.0-85057240048,60019647.0,,Georgia Tech,,,,United States,,55587150100,,Song L.,Song,Le
5,40656,2-s2.0-85057240048,60029445.0,,University of Minnesota,,,,United States,,56549077000,,Li X.,Li,Xingguo
6,40656,2-s2.0-85057240048,120696669.0,,Ant Financial,,,,United States,,55587150100,,Song L.,Song,Le
0,40657,2-s2.0-85057240030,60118946.0,,"Rolls-Royce NTU Corporate Lab, Nanyang Technological University",,637460,,Singapore,,56141466100,,Liu H.,Liu,Haitao
1,40657,2-s2.0-85057240030,60078616.0,,"School of Computer Science and Engineering, Nanyang Technological University",,639798,,Singapore,,7403153287,,Cai J.,Cai,Jianfei
2,40657,2-s2.0-85057240030,60078616.0,,"School of Computer Science and Engineering, Nanyang Technological University",,639798,,Singapore,,7006735298,,Ong Y.S.,Ong,Yew-Soon
3,40657,2-s2.0-85057240030,120490551.0,,"Applied Technology Group, Rolls-Royce Singapore",,797575,6 Seletar Aerospace Rise,Singapore,,57195776697,,Wang Y.,Wang,Yi
4,40657,2-s2.0-85057240030,60118945.0,,"Data Science and Artificial Intelligence Research Center, Nanyang Technological University",,639798,,Singapore,,7006735298,,Ong Y.S.,Ong,Yew-Soon
0,40658,2-s2.0-85057239948,60030162.0,113511789.0,"Department of Chemistry, Columbia University",New York,10027,,United States,,57204807885,,Baity-Jest M.,Baity-Jest,Marco
1,40658,2-s2.0-85057239948,60106017.0,,"Institut de Physique Theorique, University Paris Saclay",Gif-sur-Yvette,91191,,France,,57194948241,,Sagun L.,Sagun,Levcnt
2,40658,2-s2.0-85057239948,60106017.0,,"Institut de Physique Theorique, University Paris Saclay",Gif-sur-Yvette,91191,,France,,57204799667,,Spiglery S.,Spiglery,Stefano
3,40658,2-s2.0-85057239948,60106017.0,,"Institut de Physique Theorique, University Paris Saclay",Gif-sur-Yvette,91191,,France,,56216326200,,Biroli G.J.,Biroli,GiuJio
4,40658,2-s2.0-85057239948,121683832.0,,HPFL,Lausanne,,,Switzerland,,57194948241,,Sagun L.,Sagun,Levcnt
5,40658,2-s2.0-85057239948,121683832.0,,HPFL,Lausanne,,,Switzerland,,57204801100,,Mario G.,Mario,Geiger
6,40658,2-s2.0-85057239948,121683832.0,,HPFL,Lausanne,,,Switzerland,,57204799667,,Spiglery S.,Spiglery,Stefano
7,40658,2-s2.0-85057239948,121683832.0,,HPFL,Lausanne,,,Switzerland,,57204811286,,Vvyart M.,Vvyart,Matthieu
8,40658,2-s2.0-85057239948,60003261.0,,"Courant Institute of Mathematical Sciences, New York University",New York,,,United States,,6701615703,,Arous G.B.,Arous,Gerard Ben
9,40658,2-s2.0-85057239948,60003261.0,,"Courant Institute of Mathematical Sciences, New York University",New York,,,United States,,55666793600,,Lecun Y.,Lecun,Yann
